TR54,Machines,
TR55,Machines,
TR56,Machines,
TR57,Machines,
TR58,Machines,
TR59,Machines,
TR60,Machines,
TR61,Machines,
TR62,Machines,
TR63,Machines,
TR64,Machines,
TR65,Machines,
TR66,Machines,
TR67,Machines,
TR68,Machines,
TR69,Machines,
TR70,Machines,
TR71,Machines,
TR72,Machines,
TR73,Machines,
TR74,Machines,
TR75,Machines,
TR76,Machines,
TR77,Machines,
TR78,Machines,
TR79,Machines,
TR80,Machines,
TR81,Machines,Teaches the move Foul Play.
TR82,Machines,
TR83,Machines,
TR84,Machines,Teaches the move Scald.
TR85,Machines,
TR86,Machines,
TR87,Machines,
TR88,Machines,
TR89,Machines,
TR90,Machines,
TR91,Machines,
TR92,Machines,
TR93,Machines,
TR94,Machines,
TR95,Machines,
TR96,Machines,
TR97,Machines,
TR98,Machines,
TR99,Machines,
Tropical Shell,General items,
Twisted Spoon,Hold items,Increases the power of Psychic-type moves.
Tyranitarite,Hold items,Enables Tyranitar to Mega Evolve during battle.
Ultra Ball,Pokeballs,An ultra-performance Ball that provides a higher Pok\xc3\xa9mon catch rate than a Great Ball.
Ultranecrozium Z,Hold items,"Allows Ultra Necrozma to upgrade Photon Geyser to a Z-Move, Light That Burns the Sky."
Up-Grade,General items,Evolves Porygon when traded holding the item.
Utility Umbrella,Hold items,An item to be held by a Pok\xc3\xa9mon. This sturdy umbrella protects the holder from the effects of weather.
Venusaurite,Hold items,Enables Venusaur to Mega Evolve during battle.
Wacan Berry,Berries,Weakens a supereffective Electric-type attack against the holding Pok\xc3\xa9mon.
Water Gem,Hold items,Increases the power of a Water-type move only once.
Water Memory,Hold items,Changes Silvally and its move Multi-Attack to Water type.
Water Stone,General items,Evolves certain species of Pok\xc3\xa9mon.
Waterium Z,Hold items,"Allows the use of Hydro Vortex, the Water type Z-Move."
Watmel Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.
Wave Incense,Hold items,Increases the power of Water-type moves. Breeding Mantine produces Mantyke when held.
Weakness Policy,Hold items,Sharply raises Attack and Special Attack if hit by a super-effective move.
Wepear Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.
Whipped Dream,General items,Evolves Swirlix when traded holding the item.
White Apricorn,General items,A white Apricorn. It doesn\'t smell like anything.
White Flute,General items,A toy flute made from white glass. A maniac will buy it for a high price.
White Herb,Hold items,An item to be held by a POK\xc3\xa9MON. It restores any lowered stat in battle. It can be used only once.
Wide Lens,Hold items,Increases the accuracy of moves.
Wiki Berry,Berries,"Restores HP if it\'s low, but may cause confusion."
Wise Glasses,Hold items,Increases the power of Special-category moves.
Wishing Piece,General items,Activates a Pok\xc3\xa9mon Den for a Max Raid Battle.
X Accuracy,Battle items,Raises Accuracy of a Pok\xc3\xa9mon in battle.
X Accuracy 2,Battle items,Sharply raises Accuracy of a Pok\xc3\xa9mon in battle.
X Accuracy 3,Battle items,Drastically raises Accuracy of a Pok\xc3\xa9mon in battle.
X Accuracy 6,Battle items,Immensely raises Accuracy of a Pok\xc3\xa9mon in battle.
X Attack,Battle items,Raises Attack of a Pok\xc3\xa9mon in battle.
X Attack 2,Battle items,Sharply raises Attack of a Pok\xc3\xa9mon in battle.
X Attack 3,Battle items,Drastically raises Attack of a Pok\xc3\xa9mon in battle.
X Attack 6,Battle items,Immensely raises Attack of a Pok\xc3\xa9mon in battle.
X Defense,Battle items,Raises Defense of a Pok\xc3\xa9mon in battle.
X Defense 2,Battle items,Sharply raises Defense of a Pok\xc3\xa9mon in battle.
X Defense 3,Battle items,Drastically raises Defense of a Pok\xc3\xa9mon in battle.
X Defense 6,Battle items,Immensely raises Defense of a Pok\xc3\xa9mon in battle.
X Sp. Atk,Battle items,Raises Special Attack of a Pok\xc3\xa9mon in battle.
X Sp. Atk 2,Battle items,Sharply raises Special Attack of a Pok\xc3\xa9mon in battle.
X Sp. Atk 3,Battle items,Drastically raises Special Attack of a Pok\xc3\xa9mon in battle.
X Sp. Atk 6,Battle items,Immensely raises Special Attack of a Pok\xc3\xa9mon in battle.
X Sp. Def,Battle items,Raises Special Defense of a Pok\xc3\xa9mon in battle.
X Sp. Def 2,Battle items,Sharply raises Special Defense of a Pok\xc3\xa9mon in battle.
X Sp. Def 3,Battle items,Drastically raises Special Defense of a Pok\xc3\xa9mon in battle.
X Sp. Def 6,Battle items,Immensely raises Special Defense of a Pok\xc3\xa9mon in battle.
X Speed,Battle items,Raises Speed of a Pok\xc3\xa9mon in battle.
X Speed 2,Battle items,Sharply raises Speed of a Pok\xc3\xa9mon in battle.
X Speed 3,Battle items,Drastically raises Speed of a Pok\xc3\xa9mon in battle.
X Speed 6,Battle items,Immensely raises Speed of a Pok\xc3\xa9mon in battle.
Yache Berry,Berries,Weakens a supereffective Ice-type attack against the holding Pok\xc3\xa9mon.
Yellow Apricorn,General items,A yellow Apricorn. It has an invigorating scent.
Yellow Flute,General items,A toy flute made from yellow glass. A maniac will buy it for a high price.
Yellow Nectar,Hold items,A flower nectar obtained at Melemele Meadow. It changes the form of certain species of Pok\xc3\xa9mon.
Yellow Scarf,General items,Raises holder\'s Tough aspect in a Contest.
Yellow Shard,General items,A small yellow shard. It appears to be from some sort of implement made long ago.
Zap Plate,Hold items,Increases power of Electric-type moves. Changes Arceus\' type to Electric.
Zinc,Medicine,Increases Special Defense EVs by 10.
Zoom Lens,Hold items,Raises a move\'s accuracy if the holder moves after its target.
